,month_cos,month_sin,day_type_cos,day_type_sin,hour_cos,hour_sin,outdoor_relative_humidity_predicted_24h,diffuse_solar_irradiance,diffuse_solar_irradiance_predicted_6h,diffuse_solar_irradiance_predicted_12h,diffuse_solar_irradiance_predicted_24h,direct_solar_irradiance,direct_solar_irradiance_predicted_6h,direct_solar_irradiance_predicted_12h,direct_solar_irradiance_predicted_24h,non_shiftable_load,solar_generation,electrical_storage_soc,net_electricity_consumption,actions
4922,0.75,0.9330127,0.14644662,0.8535534,0.9330127,0.75,0.5555556,0.0,0.11111111,0.6519174,0.0,0.0,0.2980063,0.8016789,0.0,0.043626282,0.0,0.005520727,0.4347773,9
4923,0.75,0.9330127,0.14644662,0.8535534,0.8535534,0.8535534,0.47777778,0.0,0.30186823,0.5280236,0.0,0.0,0.5792235,0.74501574,0.0,0.16855326,0.0,0.0,0.4897133,7
4924,0.75,0.9330127,0.14644662,0.8535534,0.75,0.9330127,0.5222222,0.0,0.4916421,0.35004917,0.0,0.0,0.72822666,0.62329483,0.0,0.04145172,0.0,0.0,0.4474203,7
4925,0.75,0.9330127,0.14644662,0.8535534,0.62940955,0.9829629,0.74444443,0.0,0.62930185,0.1553589,0.0,0.0,0.7964323,0.38719833,0.0,0.1391181,0.0,0.0,0.48117778,7
4926,0.75,0.9330127,0.14644662,0.8535534,0.5,1.0,0.8111111,0.0,0.70599806,0.02851524,0.0,0.0,0.8268625,0.03987408,0.0,0.12160623,0.0,0.0,0.47512496,1
4927,0.75,0.9330127,0.14644662,0.8535534,0.37059048,0.9829629,0.9222222,0.010816126,0.7069813,0.0,0.010816126,0.006295908,0.8174187,0.0,0.0010493179,0.38844436,0.03522117,0.0,0.56104267,1
4928,0.75,0.9330127,0.14644662,0.8535534,0.25,0.9330127,0.9222222,0.11111111,0.6519174,0.0,0.10619469,0.2980063,0.8016789,0.0,0.25813222,0.300161,0.19821078,0.0,0.501317,1
4929,0.75,0.9330127,0.14644662,0.8535534,0.14644662,0.8535534,0.8888889,0.30186823,0.5280236,0.0,0.28711897,0.5792235,0.74501574,0.0,0.4910808,0.27366862,0.52794826,0.0,0.43306407,11
4930,0.75,0.9330127,0.14644662,0.8535534,0.0669873,0.75,0.7888889,0.4916421,0.35004917,0.0,0.46902654,0.72822666,0.62329483,0.0,0.6904512,0.110760406,0.5873003,0.112381995,0.4063031,11
4931,0.75,0.9330127,0.14644662,0.8535534,0.017037086,0.62940955,0.82222223,0.62930185,0.1553589,0.0,0.6155359,0.7964323,0.38719833,0.0,0.7943337,0.025054121,0.8184034,0.22476399,0.33526084,13
4932,0.75,0.9330127,0.14644662,0.8535534,0.0,0.5,0.82222223,0.70599806,0.02851524,0.0,0.6656834,0.8268625,0.03987408,0.0,0.70514166,0.07891754,0.548638,0.4888733,0.4558046,15
4933,0.75,0.9330127,0.14644662,0.8535534,0.017037086,0.37059048,0.85555553,0.7069813,0.0,0.0,0.6892822,0.8174187,0.0,0.0,0.8016789,0.038712647,0.6315196,0.9128852,0.48063248,13
4934,0.75,0.9330127,0.14644662,0.8535534,0.0669873,0.25,0.82222223,0.6519174,0.0,0.0,0.52507377,0.8016789,0.0,0.0,0.45435467,0.13257724,0.44624048,0.99083453,0.42681295,15
4935,0.75,0.9330127,0.14644662,0.8535534,0.14644662,0.14644662,0.82222223,0.5280236,0.0,0.0,0.45624384,0.74501574,0.0,0.0,0.44281217,0.13433456,0.17426454,0.9977682,0.45077163,10
4936,0.75,0.9330127,0.14644662,0.8535534,0.25,0.0669873,0.85555553,0.35004917,0.0,0.0,0.22418879,0.62329483,0.0,0.0,0.20986359,0.00013500506,0.06426053,0.998385,0.42184323,10
4937,0.75,0.9330127,0.14644662,0.8535534,0.37059048,0.017037086,0.85555553,0.1553589,0.0,0.0,0.096361846,0.38719833,0.0,0.0,0.050367262,1.5211958e-08,0.0016472205,0.99843985,0.4328173,8
4938,0.75,0.9330127,0.14644662,0.8535534,0.5,0.0,0.8888889,0.02851524,0.0,0.0,0.017699115,0.03987408,0.0,0.0,0.0,0.08743418,0.0,0.86303985,0.4231298,8
4939,0.75,0.9330127,0.14644662,0.8535534,0.62940955,0.017037086,0.9222222,0.0,0.0,0.010816126,0.0,0.0,0.0,0.0010493179,0.0,0.11148937,0.0,0.72763985,0.43144426,8
4940,0.75,0.9330127,0.14644662,0.8535534,0.75,0.0669873,0.9222222,0.0,0.0,0.10619469,0.0,0.0,0.0,0.25813222,0.0,0.08935102,0.0,0.59223986,0.42379233,8
4941,0.75,0.9330127,0.14644662,0.8535534,0.8535534,0.14644662,0.9222222,0.0,0.0,0.28711897,0.0,0.0,0.0,0.4910808,0.0,0.2071849,0.0,0.45683986,0.4645205,8
4942,0.75,0.9330127,0.14644662,0.8535534,0.9330127,0.25,0.9222222,0.0,0.0,0.46902654,0.0,0.0,0.0,0.6904512,0.0,0.10637692,0.0,0.32143986,0.4296772,9
4943,0.75,0.9330127,0.14644662,0.8535534,0.9829629,0.37059048,0.9222222,0.0,0.0,0.6155359,0.0,0.0,0.0,0.7943337,0.0,0.06938971,0.0,0.27630654,0.44368216,9
4944,0.75,0.9330127,0.14644662,0.8535534,1.0,0.5,0.8888889,0.0,0.0,0.6656834,0.0,0.0,0.0,0.70514166,0.0,0.14696224,0.0,0.2311732,0.4704944,9
4945,0.75,0.9330127,0.0,0.5,0.9829629,0.62940955,0.8888889,0.0,0.010816126,0.6892822,0.0,0.0,0.0010493179,0.8016789,0.0,0.09869969,0.0,0.18603987,0.4538129,9
4946,0.75,0.9330127,0.0,0.5,0.9330127,0.75,0.8888889,0.0,0.10619469,0.52507377,0.0,0.0,0.25813222,0.45435467,0.0,0.24172267,0.0,0.14090653,0.50324744,9
4947,0.75,0.9330127,0.0,0.5,0.8535534,0.8535534,0.8888889,0.0,0.28711897,0.45624384,0.0,0.0,0.4910808,0.44281217,0.0,0.30935997,0.0,0.0957732,0.52662563,9
4948,0.75,0.9330127,0.0,0.5,0.75,0.9330127,0.8888889,0.0,0.46902654,0.22418879,0.0,0.0,0.6904512,0.20986359,0.0,0.0668568,0.0,0.050639868,0.4428067,7
4949,0.75,0.9330127,0.0,0.5,0.62940955,0.9829629,0.84444445,0.0,0.6155359,0.096361846,0.0,0.0,0.7943337,0.050367262,0.0,0.055623192,0.0,0.0,0.43728969,1
4950,0.75,0.9330127,0.0,0.5,0.5,1.0,0.84444445,0.0,0.6656834,0.017699115,0.0,0.0,0.70514166,0.0,0.0,0.033548675,0.0,0.0,0.4446887,1
4951,0.75,0.9330127,0.0,0.5,0.37059048,0.9829629,0.8111111,0.010816126,0.6892822,0.0,0.010816126,0.0010493179,0.8016789,0.0,0.0,0.040575515,0.36279556,0.0,0.3820966,11
4952,0.75,0.9330127,0.0,0.5,0.25,0.9330127,0.8111111,0.10619469,0.52507377,0.0,0.04916421,0.25813222,0.45435467,0.0,0.0041972715,0.06058346,0.6340331,0.112381995,0.3805844,13
4953,0.75,0.9330127,0.0,0.5,0.14644662,0.8535534,0.8111111,0.28711897,0.45624384,0.0,0.15929204,0.4910808,0.44281217,0.0,0.00524659,1.5766695e-08,0.79051423,0.3764913,0.385178,13
4954,0.75,0.9330127,0.0,0.5,0.0669873,0.75,0.8111111,0.46902654,0.22418879,0.0,0.20648968,0.6904512,0.20986359,0.0,0.009443861,0.035725687,0.8835065,0.6406006,0.38086,13
4955,0.75,0.9330127,0.0,0.5,0.017037086,0.62940955,0.7222222,0.6155359,0.096361846,0.0,0.5899705,0.7943337,0.050367262,0.0,0.5771249,0.06390911,0.89643335,0.90470994,0.38828456,13
4956,0.75,0.9330127,0.0,0.5,0.0,0.5,0.75555557,0.6656834,0.017699115,0.0,0.39429694,0.70514166,0.0,0.0,0.15215111,0.034334064,0.8578941,0.9900982,0.32173875,13
4957,0.75,0.9330127,0.0,0.5,0.017037086,0.37059048,0.75555557,0.6892822,0.0,0.0,0.51819074,0.8016789,0.0,0.0,0.3231899,0.047904223,0.74816465,0.9976936,0.31827903,15
4958,0.75,0.9330127,0.0,0.5,0.0669873,0.25,0.7888889,0.52507377,0.0,0.0,0.65486723,0.45435467,0.0,0.0,0.6768101,0.010674024,0.5673396,0.9983693,0.33534428,13
4959,0.75,0.9330127,0.0,0.5,0.14644662,0.14644662,0.75555557,0.45624384,0.0,0.0,0.460177,0.44281217,0.0,0.0,0.4491081,1.7601772e-08,0.30692255,0.99842936,0.3781072,15
4960,0.75,0.9330127,0.0,0.5,0.25,0.0669873,0.7888889,0.22418879,0.0,0.0,0.29695183,0.20986359,0.0,0.0,0.26757607,0.17223236,0.08431117,0.9984347,0.47751492,18
4961,0.75,0.9330127,0.0,0.5,0.37059048,0.017037086,0.7222222,0.096361846,0.0,0.0,0.16814159,0.050367262,0.0,0.0,0.45750263,1.4987254e-08,0.007052754,0.9984352,0.43182907,8
4962,0.75,0.9330127,0.0,0.5,0.5,0.0,0.8111111,0.017699115,0.0,0.0,0.03539823,0.0,0.0,0.0,0.11017838,0.061567664,0.0,0.8630352,0.41418928,8
4963,0.75,0.9330127,0.0,0.5,0.62940955,0.017037086,0.8111111,0.0,0.0,0.010816126,0.0,0.0,0.0,0.0,0.0,0.19427252,0.0,0.7276352,0.46005747,8
4964,0.75,0.9330127,0.0,0.5,0.75,0.0669873,0.84444445,0.0,0.0,0.04916421,0.0,0.0,0.0,0.0041972715,0.0,0.18244493,0.0,0.5922352,0.45596936,8
4965,0.75,0.9330127,0.0,0.5,0.8535534,0.14644662,0.84444445,0.0,0.0,0.15929204,0.0,0.0,0.0,0.00524659,0.0,0.099858135,0.0,0.4568352,0.42742404,8
4966,0.75,0.9330127,0.0,0.5,0.9330127,0.25,0.8888889,0.0,0.0,0.20648968,0.0,0.0,0.0,0.009443861,0.0,0.081124,0.0,0.3214352,0.42094874,8
4967,0.75,0.9330127,0.0,0.5,0.9829629,0.37059048,0.8888889,0.0,0.0,0.5899705,0.0,0.0,0.0,0.5771249,0.0,0.1314924,0.0,0.18603522,0.43835813,9
4968,0.75,0.9330127,0.0,0.5,1.0,0.5,0.8111111,0.0,0.0,0.39429694,0.0,0.0,0.0,0.15215111,0.0,0.12377835,0.0,0.14090188,0.46248108,9
4969,0.75,0.9330127,0.14644662,0.14644662,0.9829629,0.62940955,0.9222222,0.0,0.010816126,0.51819074,0.0,0.0,0.0,0.3231899,0.0,0.12162097,0.0,0.09576855,0.46173543,3
4970,0.75,0.9330127,0.14644662,0.14644662,0.9330127,0.75,0.9222222,0.0,0.04916421,0.65486723,0.0,0.0,0.0041972715,0.6768101,0.0,0.12271071,0.0,0.0,0.4470846,3
4971,0.75,0.9330127,0.14644662,0.14644662,0.8535534,0.8535534,0.9222222,0.0,0.15929204,0.460177,0.0,0.0,0.00524659,0.4491081,0.0,0.06935289,0.0,0.0,0.4570641,3
4972,0.75,0.9330127,0.14644662,0.14644662,0.75,0.9330127,0.9222222,0.0,0.20648968,0.29695183,0.0,0.0,0.009443861,0.26757607,0.0,0.077123396,0.0,0.0,0.45974988,3
4973,0.75,0.9330127,0.14644662,0.14644662,0.62940955,0.9829629,0.9222222,0.0,0.5899705,0.16814159,0.0,0.0,0.5771249,0.45750263,0.0,0.06872948,0.0,0.0,0.45684862,1
4974,0.75,0.9330127,0.14644662,0.14644662,0.5,1.0,0.9222222,0.0,0.39429694,0.03539823,0.0,0.0,0.15215111,0.11017838,0.0,0.12780842,0.0,0.0,0.4772687,3
4975,0.75,0.9330127,0.14644662,0.14644662,0.37059048,0.9829629,0.7777778,0.010816126,0.51819074,0.0,0.0186824,0.0,0.3231899,0.0,0.032528855,0.06685436,0.36533734,0.0,0.3907241,1
4976,0.75,0.9330127,0.14644662,0.14644662,0.25,0.9330127,0.7777778,0.04916421,0.65486723,0.0,0.1307768,0.0041972715,0.6768101,0.0,0.27806926,0.06714151,0.6559629,0.0,0.33873692,11
4977,0.75,0.9330127,0.14644662,0.14644662,0.14644662,0.8535534,0.75555557,0.15929204,0.460177,0.0,0.1366765,0.00524659,0.4491081,0.0,0.031479537,0.06724459,0.82073224,0.112381995,0.3494262,13
4978,0.75,0.9330127,0.14644662,0.14644662,0.0669873,0.75,0.7222222,0.20648968,0.29695183,0.0,0.33726647,0.009443861,0.26757607,0.0,0.07660021,0.061236314,0.90547884,0.3764913,0.3857396,13
4979,0.75,0.9330127,0.14644662,0.14644662,0.017037086,0.62940955,0.6666667,0.5899705,0.16814159,0.0,0.32546705,0.5771249,0.45750263,0.0,0.09129066,0.03427761,0.9101887,0.6406006,0.37557745,13
4980,0.75,0.9330127,0.14644662,0.14644662,0.0,0.5,0.6888889,0.39429694,0.03539823,0.0,0.56243855,0.15215111,0.11017838,0.0,0.2759706,0.04890315,0.84282297,0.90470994,0.39270604,13
4981,0.75,0.9330127,0.14644662,0.14644662,0.017037086,0.37059048,0.6666667,0.51819074,0.0,0.0,0.47590953,0.3231899,0.0,0.0,0.14060861,0.0010112118,0.7514638,0.99008906,0.3292924,13
4982,0.75,0.9330127,0.14644662,0.14644662,0.0669873,0.25,0.6666667,0.65486723,0.0,0.0,0.44149458,0.6768101,0.0,0.0,0.13326338,0.06374713,0.58027595,0.9976837,0.35384402,13
4983,0.75,0.9330127,0.14644662,0.14644662,0.14644662,0.14644662,0.6888889,0.460177,0.0,0.0,0.4582104,0.4491081,0.0,0.0,0.27806926,0.21434674,0.34743565,0.99835926,0.44515336,15
4984,0.75,0.9330127,0.14644662,0.14644662,0.25,0.0669873,0.6888889,0.29695183,0.0,0.0,0.17010815,0.26757607,0.0,0.0,0.06505771,0.052265625,0.104073085,0.99841934,0.43252736,18
4985,0.75,0.9330127,0.14644662,0.14644662,0.37059048,0.017037086,0.6888889,0.16814159,0.0,0.0,0.08652901,0.45750263,0.0,0.0,0.0073452257,0.048105482,0.00621021,0.9984247,0.44860902,18
4986,0.75,0.9330127,0.14644662,0.14644662,0.5,0.0,0.7222222,0.03539823,0.0,0.0,0.02359882,0.11017838,0.0,0.0,0.0020986358,0.037085395,0.0,0.9984252,0.4459113,18
4987,0.75,0.9330127,0.14644662,0.14644662,0.62940955,0.017037086,0.7777778,0.0,0.0,0.0186824,0.0,0.0,0.0,0.032528855,0.0,0.02171374,0.0,0.9984252,0.44059807,8
4988,0.75,0.9330127,0.14644662,0.14644662,0.75,0.0669873,0.7777778,0.0,0.0,0.1307768,0.0,0.0,0.0,0.27806926,0.0,0.06053683,0.0,0.8630252,0.413833,9
4989,0.75,0.9330127,0.14644662,0.14644662,0.8535534,0.14644662,0.7777778,0.0,0.0,0.1366765,0.0,0.0,0.0,0.031479537,0.0,0.074403964,0.0,0.81789184,0.44541532,9
4990,0.75,0.9330127,0.14644662,0.14644662,0.9330127,0.25,0.7777778,0.0,0.0,0.33726647,0.0,0.0,0.0,0.07660021,0.0,0.033092156,0.0,0.7727585,0.43113628,9
4991,0.75,0.9330127,0.14644662,0.14644662,0.9829629,0.37059048,0.8111111,0.0,0.0,0.32546705,0.0,0.0,0.0,0.09129066,0.0,0.09363389,0.0,0.72762513,0.45206195,9
4992,0.75,0.9330127,0.14644662,0.14644662,1.0,0.5,0.9222222,0.0,0.0,0.56243855,0.0,0.0,0.0,0.2759706,0.0,0.14391392,0.0,0.6824918,0.46944076,9
4993,0.75,0.9330127,0.5,0.0,0.9829629,0.62940955,0.8111111,0.0,0.0186824,0.47590953,0.0,0.0,0.032528855,0.14060861,0.0,0.16397342,0.0,0.6373584,0.47637415,9
4994,0.75,0.9330127,0.5,0.0,0.9330127,0.75,0.8111111,0.0,0.1307768,0.44149458,0.0,0.0,0.27806926,0.13326338,0.0,0.0065286094,0.0,0.5922251,0.42195484,9
4995,0.75,0.9330127,0.5,0.0,0.8535534,0.8535534,0.8111111,0.0,0.1366765,0.4582104,0.0,0.0,0.031479537,0.27806926,0.0,0.124544114,0.0,0.5470917,0.4627458,3
4996,0.75,0.9330127,0.5,0.0,0.75,0.9330127,0.8111111,0.0,0.33726647,0.17010815,0.0,0.0,0.07660021,0.06505771,0.0,0.1086644,0.0,0.01850969,0.30828628,3
4997,0.75,0.9330127,0.5,0.0,0.62940955,0.9829629,0.8111111,0.0,0.32546705,0.08652901,0.0,0.0,0.09129066,0.0073452257,0.0,0.117205575,0.0,0.0,0.46811062,3
4998,0.75,0.9330127,0.5,0.0,0.5,1.0,0.8111111,0.0,0.56243855,0.02359882,0.0,0.0,0.2759706,0.0020986358,0.0,0.22153556,0.0,0.0,0.5096646,3
4999,0.75,0.9330127,0.5,0.0,0.37059048,0.9829629,0.8111111,0.0186824,0.47590953,0.0,0.0186824,0.032528855,0.14060861,0.0,0.0,0.5263672,0.35052186,0.0,0.5522056,3
5000,0.75,0.9330127,0.5,0.0,0.25,0.9330127,0.8111111,0.1307768,0.44149458,0.0,0.052114062,0.27806926,0.13326338,0.0,0.0010493179,0.38492483,0.60757816,0.0,0.45724732,3
5001,0.75,0.9330127,0.5,0.0,0.14644662,0.8535534,0.84444445,0.1366765,0.4582104,0.0,0.12979351,0.031479537,0.27806926,0.0,0.0041972715,0.33646592,0.7522069,0.0,0.41457734,13
5002,0.75,0.9330127,0.5,0.0,0.0669873,0.75,0.75555557,0.33726647,0.17010815,0.0,0.40511307,0.07660021,0.06505771,0.0,0.27072403,0.06243895,0.84866875,0.2641093,0.39633688,13
5003,0.75,0.9330127,0.5,0.0,0.017037086,0.62940955,0.7222222,0.32546705,0.08652901,0.0,0.26450345,0.09129066,0.0073452257,0.0,0.009443861,0.16850418,0.8792606,0.5282186,0.42751458,13
5004,0.75,0.9330127,0.5,0.0,0.0,0.5,0.6666667,0.56243855,0.02359882,0.0,0.23893805,0.2759706,0.0020986358,0.0,0.01049318,0.1449153,0.86583203,0.79232794,0.421768,13
5005,0.75,0.9330127,0.5,0.0,0.017037086,0.37059048,0.6888889,0.47590953,0.0,0.0,0.2989184,0.14060861,0.0,0.0,0.009443861,0.12858398,0.59215677,0.98008335,0.43854418,13
5006,0.75,0.9330127,0.5,0.0,0.0669873,0.25,0.75555557,0.44149458,0.0,0.0,0.28810227,0.13326338,0.0,0.0,0.008394543,0.16218174,0.39830545,0.99678445,0.42373624,13
5007,0.75,0.9330127,0.5,0.0,0.14644662,0.14644662,0.75555557,0.4582104,0.0,0.0,0.24188791,0.27806926,0.0,0.0,0.00524659,0.17775466,0.17094645,0.99827003,0.464426,18
5008,0.75,0.9330127,0.5,0.0,0.25,0.0669873,0.75555557,0.17010815,0.0,0.0,0.09046214,0.06505771,0.0,0.0,0.006295908,0.22661118,0.05375713,0.9984022,0.5018317,18
5009,0.75,0.9330127,0.5,0.0,0.37059048,0.017037086,0.8111111,0.08652901,0.0,0.0,0.042281218,0.0073452257,0.0,0.0,0.0020986358,0.07955076,0.006669349,0.998414,0.4593978,18
5010,0.75,0.9330127,0.5,0.0,0.5,0.0,0.85555553,0.02359882,0.0,0.0,0.013765979,0.0020986358,0.0,0.0,0.0,0.19648388,0.0,0.998415,0.50100607,5
5011,0.75,0.9330127,0.5,0.0,0.62940955,0.017037086,0.8888889,0.0,0.0,0.0186824,0.0,0.0,0.0,0.0,0.0,0.33065155,0.0,0.8214716,0.49486637,5
5012,0.75,0.9330127,0.5,0.0,0.75,0.0669873,0.9222222,0.0,0.0,0.052114062,0.0,0.0,0.0,0.0010493179,0.0,0.2826884,0.0,0.42251092,0.4102498,9
5013,0.75,0.9330127,0.5,0.0,0.8535534,0.14644662,0.8888889,0.0,0.0,0.12979351,0.0,0.0,0.0,0.0041972715,0.0,0.20121835,0.0,0.3773776,0.4892475,9
5014,0.75,0.9330127,0.5,0.0,0.9330127,0.25,0.8888889,0.0,0.0,0.40511307,0.0,0.0,0.0,0.27072403,0.0,0.086003274,0.0,0.33224428,0.4494245,9
5015,0.75,0.9330127,0.5,0.0,0.9829629,0.37059048,0.8888889,0.0,0.0,0.26450345,0.0,0.0,0.0,0.009443861,0.0,0.07824996,0.0,0.28711095,0.44674462,9
5016,0.75,0.9330127,0.5,0.0,1.0,0.5,0.9222222,0.0,0.0,0.23893805,0.0,0.0,0.0,0.01049318,0.0,0.11536726,0.0,0.24197762,0.4595739,3
5017,0.75,0.9330127,0.8535534,0.14644662,0.9829629,0.62940955,0.8888889,0.0,0.0186824,0.2989184,0.0,0.0,0.0,0.009443861,0.0,0.1563379,0.0,3.469447e-17,0.41531572,3
5018,0.75,0.9330127,0.8535534,0.14644662,0.9330127,0.75,0.95555556,0.0,0.052114062,0.28810227,0.0,0.0,0.0010493179,0.008394543,0.0,0.11994219,0.0,0.0,0.4745498,3
5019,0.75,0.9330127,0.8535534,0.14644662,0.8535534,0.8535534,0.8888889,0.0,0.12979351,0.24188791,0.0,0.0,0.0041972715,0.00524659,0.0,0.18107542,0.0,0.0,0.49567991,3
5020,0.75,0.9330127,0.8535534,0.14644662,0.75,0.9330127,0.9222222,0.0,0.40511307,0.09046214,0.0,0.0,0.27072403,0.006295908,0.0,0.12310095,0.0,0.0,0.47564158,3
5021,0.75,0.9330127,0.8535534,0.14644662,0.62940955,0.9829629,0.9222222,0.0,0.26450345,0.042281218,0.0,0.0,0.009443861,0.0020986358,0.0,0.14614494,0.0,0.0,0.48360655,3
5022,0.75,0.9330127,0.8535534,0.14644662,0.5,1.0,0.9222222,0.0,0.23893805,0.013765979,0.0,0.0,0.01049318,0.0,0.0,0.110870875,0.0,0.0,0.4714144,3
5023,0.75,0.9330127,0.8535534,0.14644662,0.37059048,0.9829629,0.9222222,0.0186824,0.2989184,0.0,0.015732547,0.0,0.009443861,0.0,0.0,0.07086969,0.046874776,0.0,0.44918737,3
5024,0.75,0.9330127,0.8535534,0.14644662,0.25,0.9330127,0.95555556,0.052114062,0.28810227,0.0,0.08259587,0.0010493179,0.008394543,0.0,0.0,0.216752,0.15744206,0.0,0.47979414,3
5025,0.75,0.9330127,0.8535534,0.14644662,0.14644662,0.8535534,0.8888889,0.12979351,0.24188791,0.0,0.19174041,0.0041972715,0.00524659,0.0,0.0,0.16230445,0.2380328,0.0,0.44653127,3
5026,0.75,0.9330127,0.8535534,0.14644662,0.0669873,0.75,0.8111111,0.40511307,0.09046214,0.0,0.28416914,0.27072403,0.006295908,0.0,0.0010493179,0.13601334,0.15617353,0.0,0.45211494,3
5027,0.75,0.9330127,0.8535534,0.14644662,0.017037086,0.62940955,0.7888889,0.26450345,0.042281218,0.0,0.32350048,0.009443861,0.0020986358,0.0,0.0,0.052351534,0.448238,0.0,0.37085372,12
5028,0.75,0.9330127,0.8535534,0.14644662,0.0,0.5,0.7888889,0.23893805,0.013765979,0.0,0.3677483,0.01049318,0.0,0.0,0.0020986358,0.053031396,0.2856365,0.18730332,0.4672036,12
5029,0.75,0.9330127,0.8535534,0.14644662,0.017037086,0.37059048,0.7888889,0.2989184,0.0,0.0,0.3539823,0.009443861,0.0,0.0,0.0,0.27796867,0.4261378,0.37460664,0.51977015,12
5030,0.75,0.9330127,0.8535534,0.14644662,0.0669873,0.25,0.82222223,0.28810227,0.0,0.0,0.3421829,0.008394543,0.0,0.0,0.0010493179,0.0759404,0.20535819,0.56191,0.4895095,18
5031,0.75,0.9330127,0.8535534,0.14644662,0.14644662,0.14644662,0.7222222,0.24188791,0.0,0.0,0.30580136,0.00524659,0.0,0.0,0.0,0.34113166,0.12499467,0.97028023,0.6707924,18
5032,0.75,0.9330127,0.8535534,0.14644662,0.25,0.0669873,0.6888889,0.09046214,0.0,0.0,0.2045231,0.006295908,0.0,0.0,0.0020986358,0.22798315,0.108371004,0.9959033,0.50163263,18
5033,0.75,0.9330127,0.8535534,0.14644662,0.37059048,0.017037086,0.6888889,0.042281218,0.0,0.0,0.11897738,0.0020986358,0.0,0.0,0.0010493179,0.32792228,0.0026648995,0.99818254,0.5467735,7
5034,0.75,0.9330127,0.8535534,0.14644662,0.5,0.0,0.85555553,0.013765979,0.0,0.0,0.031465095,0.0,0.0,0.0,0.0,0.25932044,0.0,0.8204417,0.4699748,7
5035,0.75,0.9330127,0.8535534,0.14644662,0.62940955,0.017037086,0.8888889,0.0,0.0,0.015732547,0.0,0.0,0.0,0.0,0.0,0.2778165,0.0,0.5947751,0.4621444,7
5036,0.75,0.9330127,0.8535534,0.14644662,0.75,0.0669873,0.9222222,0.0,0.0,0.08259587,0.0,0.0,0.0,0.0,0.0,0.19441731,0.0,0.36910844,0.43331826,7
5037,0.75,0.9330127,0.8535534,0.14644662,0.8535534,0.14644662,0.9222222,0.0,0.0,0.19174041,0.0,0.0,0.0,0.0,0.0,0.03942932,0.0,0.14344178,0.3797481,9
5038,0.75,0.9330127,0.8535534,0.14644662,0.9330127,0.25,0.9222222,0.0,0.0,0.28416914,0.0,0.0,0.0,0.0010493179,0.0,0.109197,0.0,0.09830845,0.45744118,9
5039,0.75,0.9330127,0.8535534,0.14644662,0.9829629,0.37059048,0.9222222,0.0,0.0,0.32350048,0.0,0.0,0.0,0.0,0.0,0.105331376,0.0,0.05317512,0.45610508,3
5040,0.75,0.9330127,0.8535534,0.14644662,1.0,0.5,0.8888889,0.0,0.0,0.3677483,0.0,0.0,0.0,0.0020986358,0.0,0.12487668,0.0,0.0,0.46047407,3
5041,0.75,0.9330127,0.8535534,0.8535534,0.9829629,0.62940955,0.9222222,0.0,0.015732547,0.3539823,0.0,0.0,0.0,0.0,0.0,0.15536353,0.0,0.0,0.48679286,8
5042,0.75,0.9330127,0.8535534,0.8535534,0.9330127,0.75,0.95555556,0.0,0.08259587,0.3421829,0.0,0.0,0.0,0.0010493179,0.0,0.10764339,0.0,0.0,0.47029883,8
5043,0.75,0.9330127,0.8535534,0.8535534,0.8535534,0.8535534,1.0,0.0,0.19174041,0.30580136,0.0,0.0,0.0,0.0,0.0,0.35038707,0.0,0.0,0.5542009,3
5044,0.75,0.9330127,0.8535534,0.8535534,0.75,0.9330127,1.0,0.0,0.28416914,0.2045231,0.0,0.0,0.0010493179,0.0020986358,0.0,0.074386775,0.0,0.0,0.458804,3
5045,0.75,0.9330127,0.8535534,0.8535534,0.62940955,0.9829629,1.0,0.0,0.32350048,0.11897738,0.0,0.0,0.0,0.0010493179,0.0,0.08627325,0.0,0.0,0.46291244,3
5046,0.75,0.9330127,0.8535534,0.8535534,0.5,1.0,1.0,0.0,0.3677483,0.031465095,0.0,0.0,0.0020986358,0.0,0.0,0.113308035,0.0,0.0,0.47225675,3
5047,0.75,0.9330127,0.8535534,0.8535534,0.37059048,0.9829629,1.0,0.015732547,0.3539823,0.0,0.009832841,0.0,0.0,0.0,0.0,0.11831739,0.051149033,0.0,0.4648212,3
5048,0.75,0.9330127,0.8535534,0.8535534,0.25,0.9330127,1.0,0.08259587,0.3421829,0.0,0.04523107,0.0,0.0010493179,0.0,0.0010493179,0.04269117,0.08056706,0.0,0.43340933,1
5049,0.75,0.9330127,0.8535534,0.8535534,0.14644662,0.8535534,0.96666664,0.19174041,0.30580136,0.0,0.11111111,0.0,0.0,0.0,0.0,0.06264267,0.108200595,0.0,0.43535286,1
5050,0.75,0.9330127,0.8535534,0.8535534,0.0669873,0.75,0.8888889,0.28416914,0.2045231,0.0,0.24975418,0.0010493179,0.0020986358,0.0,0.0,0.07269083,0.17548105,0.0,0.4267678,1
5051,0.75,0.9330127,0.8535534,0.8535534,0.017037086,0.62940955,0.85555553,0.32350048,0.11897738,0.0,0.2910521,0.0,0.0010493179,0.0,0.16369359,0.10437909,0.26721415,0.0,0.42127997,1
5052,0.75,0.9330127,0.8535534,0.8535534,0.0,0.5,0.9222222,0.3677483,0.031465095,0.0,0.29006884,0.0020986358,0.0,0.0,0.16789088,0.039046448,0.17186946,0.0,0.4157862,8
5053,0.75,0.9330127,0.8535534,0.8535534,0.017037086,0.37059048,0.9222222,0.3539823,0.0,0.0,0.15929204,0.0,0.0,0.0,0.0041972715,0.18920672,0.12148723,0.0,0.47671726,8
