,a
3230,0.5855745
3231,0.435951
3232,0.39798352
3233,0.23084009
3234,0.24183476
3235,0.44205928
3236,0.4400103
3237,0.19901377
3238,0.20082083
3239,0.10407251
3240,0.3685395
3241,0.18372983
3242,0.04903692
3243,0.22262084
3244,0.26540065
3245,0.5243523
3246,0.5421983
3247,0.47164467
3248,0.5437397
3249,0.76483935
3250,0.5981645
3251,0.63513744
3252,0.6622414
3253,0.5411419
3254,0.41752243
3255,0.23511985
3256,0.22203052
3257,0.40251368
3258,0.23526531
3259,0.17469287
3260,0.37837443
3261,0.3332165
3262,0.42050666
3263,0.39153463
3264,0.27926597
3265,0.1854209
3266,0.039295375
3267,0.21677989
3268,0.46084946
3269,0.25231493
3270,0.533972
3271,0.1029211
3272,0.5270109
3273,0.545684
3274,0.1375894
3275,0.5451993
3276,0.4986524
3277,0.48726532
3278,0.4507825
3279,0.33812407
3280,0.15561968
3281,0.24542892
3282,0.1847077
3283,0.34813148
3284,0.13105059
3285,0.11111191
3286,0.16353631
3287,0.11539531
3288,0.23881114
3289,0.46490365
3290,0.02736044
3291,0.2680832
3292,0.4601181
3293,0.21962875
3294,0.2517852
3295,0.1998618
3296,0.19357133
3297,0.40240592
3298,0.261372
3299,0.52942497
3300,0.25835708
3301,0.026133537
3302,0.45721224
3303,0.3572207
3304,0.43951732
3305,0.40276682
3306,0.43073365
3307,0.38566846
3308,0.104786485
3309,0.42872283
3310,0.25001317
3311,0.15524143
3312,0.4267696
3313,0.40648538
3314,0.42604876
3315,0.37424707
3316,0.42956266
3317,0.17222002
3318,0.14612061
3319,0.13395199
3320,0.1418243
3321,0.5553969
3322,0.12849289
3323,0.5201668
3324,0.58440256
3325,0.60143113
3326,0.20523465
3327,0.5494307
3328,0.5652023
3329,0.36868167
3330,0.31043586
3331,0.2853236
3332,0.3179338
3333,0.2161172
3334,0.26875478
3335,0.24710712
3336,0.24560148
3337,0.07113513
3338,0.25510687
3339,0.18566352
3340,0.15086558
3341,0.14448595
3342,0.121510625
3343,0.47508153
3344,0.5861736
3345,0.11260384
3346,0.18307644
3347,0.5842689
3348,0.54115206
3349,0.65650225
3350,0.47130814
3351,0.4709468
3352,0.22097307
3353,0.38305658
3354,0.44766676
3355,0.18012181
3356,0.26794693
3357,0.46862367
3358,0.24628738
3359,0.12945694
3360,0.06296295
3361,0.44261327
3362,0.19268095
3363,0.4490043
3364,0.3089494
3365,0.16372412
3366,0.15923762
3367,0.25681898
3368,0.6546516
3369,0.96391433
3370,0.6633256
3371,0.5277371
3372,0.66076016
3373,0.5208569
3374,0.16174269
3375,0.4589272
3376,0.4587301
3377,0.15575781
3378,0.38450515
3379,0.15246546
3380,0.26036763
3381,0.4169747
3382,0.0523628
3383,0.30950296
3384,0.16656554
3385,0.36744323
3386,0.4431417
3387,0.21712458
3388,0.44076878
3389,0.11702037
3390,0.5955929
3391,0.10136932
3392,0.24338892
3393,0.6021959
3394,0.67606974
3395,0.67930657
3396,0.63878345
3397,0.57637906
3398,0.46557704
3399,0.38579488
3400,0.4025564
3401,0.3316489
3402,0.4877416
3403,0.09620771
3404,0.25227672
3405,0.32832137
3406,0.35694855
3407,0.33894455
3408,0.105584234
3409,0.056953013
3410,0.0031033754
3411,0.1312595
3412,0.44551846
3413,0.5169352
3414,0.025929153
3415,0.69894797
3416,0.25139415
3417,0.63805926
3418,0.48956436
3419,0.25030765
3420,0.52199394
3421,0.44005126
3422,0.2585621
3423,0.19386178
3424,0.253419
3425,0.45849404
3426,0.25406897
3427,0.21250272
3428,0.08269191
3429,0.35892278
3430,0.16918528
3431,0.45390964
3432,0.083560795
3433,0.39559907
3434,0.04197511
3435,0.22707322
3436,0.45106322
3437,0.23676926
3438,0.21279189
3439,0.5940462
3440,0.2597933
3441,0.15290481
3442,0.22923928
3443,0.20900166
3444,0.5066362
3445,0.26783043
3446,0.18494952
3447,0.25671965
3448,0.12355515
3449,0.051728845
3450,0.24246919
3451,0.22889894
3452,0.2390267
3453,0.1397216
3454,0.41201204
3455,0.15986302
3456,0.15703768
3457,0.49915314
3458,0.17579103
3459,0.19327402
3460,0.5688678
3461,0.4317181
3462,0.43951285
3463,0.22071534
3464,0.15660465
3465,0.26741818
3466,0.40687156
3467,0.05687329
3468,0.43121445
3469,0.10838717
3470,0.49561724
3471,0.14127523
3472,0.38454863
3473,0.07439405
3474,0.42144188
3475,0.31067133
3476,0.08308813
3477,0.18317589
3478,0.15545362
3479,0.30845127
3480,0.36214203
3481,0.04630661
3482,0.16152859
3483,0.4380706
3484,0.26067373
3485,0.2000866
3486,0.098722726
3487,0.16241553
3488,0.4577786
3489,0.122186214
3490,0.3612404
3491,0.15533534
3492,0.07257691
3493,0.41277337
3494,0.5851922
3495,0.5032182
3496,0.20528162
3497,0.36111546
3498,0.38265494
3499,0.50211084
3500,0.50597584
3501,0.48565194
3502,0.48287222
3503,0.25784796
3504,0.08607453
3505,0.03798896
3506,0.43356
3507,0.45995378
3508,0.3424078
3509,0.05147779
3510,0.27147168
3511,0.41731554
3512,0.223584
3513,0.21831256
3514,0.54330075
3515,0.5297325
3516,0.43128756
3517,0.4986695
3518,0.4379481
3519,0.27127767
3520,0.21432719
3521,0.33648425
3522,0.28532577
3523,0.287171
3524,0.33135027
3525,0.37961733
3526,0.068749934
3527,0.17830527
3528,0.23501089
3529,0.19553405
3530,0.15127715
3531,0.16185349
3532,0.20866138
3533,0.26684824
3534,0.40487313
3535,0.4784454
3536,0.2446304
3537,0.2645034
3538,0.6306537
3539,0.61341846
3540,0.5539742
3541,0.40890992
3542,0.03550169
3543,0.21828789
3544,0.14058372
3545,0.26435012
3546,0.10687426
3547,0.320611
3548,0.3516357
3549,0.40594795
3550,0.4419419
3551,0.35371393
3552,0.3978994
3553,0.018354297
3554,0.24579448
3555,0.16494036
3556,0.19994995
3557,0.25101203
3558,0.50059426
3559,0.49260205
3560,0.70482546
3561,0.6839695
3562,0.6976506
3563,0.6875625
3564,0.5701615
3565,0.52112585
3566,0.1891039
3567,0.23843282
3568,0.3344286
3569,0.26759586
3570,0.2665915
3571,0.22289106
3572,0.21782881
3573,0.11488241
3574,0.19483772
3575,0.22397995
3576,0.21372998
3577,0.17641053
3578,0.18556172
3579,0.048363626
3580,0.15902358
3581,0.03894171
3582,0.015355736
3583,0.19791025
3584,0.26250342
3585,0.7108396
3586,0.6447069
3587,0.69038165
3588,0.670788
3589,0.55066293
3590,0.5069685
3591,0.51602453
3592,0.4063825
3593,0.23178318
3594,0.37581044
3595,0.3489039
3596,0.2660945
3597,0.079166174
3598,0.2665419
3599,0.11167598
3600,0.41614604
3601,0.23742199
3602,0.48472834
3603,0.4350223
3604,0.48317465
3605,0.39933807
3606,0.26802555
3607,0.56514925
3608,0.69444996
3609,0.6096811
3610,0.64549327
3611,0.6558838
3612,0.5630776
3613,0.58852047
3614,0.47926906
3615,0.4485256
3616,0.20265085
3617,0.35989797
3618,0.2654289
3619,0.22099528
3620,0.19323313
3621,0.08472401
3622,0.39042687
3623,0.15307754
3624,0.41958869
3625,0.4402615
3626,0.24351943
3627,0.24710923
3628,0.033386886
3629,0.26194245
3630,0.04941237
3631,0.529094
3632,0.17908704
3633,0.26326764
3634,0.6113226
3635,0.17838982
3636,0.2332536
3637,0.5894829
3638,0.23640773
3639,0.1064277
3640,0.41537187
3641,0.30137378
3642,0.29871958
3643,0.33627456
3644,0.23098963
3645,0.13859004
3646,0.15240604
3647,0.19757318
3648,0.19609374
3649,0.25646985
3650,0.39472187
3651,0.39228028
3652,0.057135046
3653,0.028945953
3654,0.16107213
3655,0.44628882
3656,0.39690036
3657,0.20554
3658,0.15830377
3659,0.16106376
3660,0.1734463
3661,0.58086634
3662,0.4876663
3663,0.53308654
3664,0.5447379
3665,0.32917094
3666,0.1419706
3667,0.3300748
3668,0.1781044
3669,0.18053043
3670,0.17859596
3671,0.25914836
3672,0.1790199
3673,0.328071
3674,0.10575676
3675,0.46813285
3676,0.42962572
3677,0.037676364
3678,0.5823258
3679,0.121113986
3680,0.21436355
3681,0.26907945
3682,0.04113102
3683,0.43940634
3684,0.516588
3685,0.46977627
3686,0.4023588
3687,0.46712664
3688,0.28151566
3689,0.2775177
3690,0.31710878
3691,0.43028027
3692,0.51413244
3693,0.3334602
3694,0.3114037
3695,0.22326621
3696,0.58936256
3697,0.38224667
3698,0.2002874
3699,0.13048184
3700,0.011776984
3701,0.3320061
3702,0.05590391
3703,0.02580005
3704,0.35366166
3705,0.41996515
3706,0.42445117
3707,0.13885117
3708,0.2975645
3709,0.07157764
3710,0.3146621
3711,0.15676263
3712,0.25412726
3713,0.39891732
3714,0.23329562
3715,0.34879446
3716,0.119576216
3717,0.30694377
3718,0.32137597
3719,0.2735073
3720,0.079089284
3721,0.49266243
3722,0.4549372
3723,0.39940208
3724,0.4804466
3725,0.07597637
3726,0.2392185
3727,0.45673177
3728,0.6534308
3729,0.41232806
3730,0.4703865
3731,0.26001918
3732,0.0867196
3733,0.22104159
3734,0.2557637
3735,0.05420339
3736,0.2614982
3737,0.2517119
3738,0.47633645
3739,0.26819116
3740,0.43569976
3741,0.32993102
3742,0.31283742
3743,0.18634993
3744,0.01958242
3745,0.32098487
3746,0.025319517
3747,0.2827047
3748,0.36896318
3749,0.23641345
3750,0.11080095
3751,0.13893145
3752,0.18132961
3753,0.04159212
3754,0.46386075
3755,0.5294413
3756,0.60525954
3757,0.21199149
3758,0.6802933
3759,0.21828991
3760,0.40760994
3761,0.38342446
3762,0.38150305
3763,0.2606125
3764,0.2614462
3765,0.21158084
3766,0.07310769
3767,0.3769145
3768,0.36403486
3769,0.58182716
3770,0.10003877
3771,0.35772365
3772,0.37156877
3773,0.19875473
3774,0.17650658
3775,0.5189036
3776,0.53461415
3777,0.24835381
3778,0.45678744
3779,0.5840803
3780,0.14016148
3781,0.54514223
3782,0.514163
3783,0.6090393
3784,0.2512855
3785,0.24482256
3786,0.26314467
3787,0.23479888
3788,0.18181476
3789,0.22071093
3790,0.24926925
3791,0.2168116
3792,0.31857288
3793,0.18339062
3794,0.23213094
3795,0.31103638
3796,0.08908582
3797,0.17763558
3798,0.17816532
3799,0.54039323
3800,0.124605834
3801,0.123491615
3802,0.57837707
3803,0.5085217
3804,0.56217235
3805,0.5468782
3806,0.16234243
3807,0.6002726
3808,0.10463831
3809,0.1268509
3810,0.45244652
3811,0.13466448
3812,0.13557559
3813,0.26827592
3814,0.12144074
3815,0.26988572
3816,0.26576972
3817,0.3776902
3818,0.17841944
3819,0.3153851
3820,0.33920747
3821,0.12123421
3822,0.14474529
3823,0.2512077
3824,0.18025762
3825,0.6505448
3826,0.06023395
3827,0.20866579
3828,0.5582334
3829,0.45534468
3830,0.16898009
3831,0.43680474
3832,0.32966274
3833,0.4321859
3834,0.28397745
3835,0.27805
3836,0.31917405
3837,0.2966815
3838,0.44169044
3839,0.081986845
3840,0.2630704
3841,0.074781716
3842,0.29134786
3843,0.34423798
3844,0.3327925
3845,0.4837802
3846,0.44147736
3847,0.12097198
3848,0.18812776
3849,0.11197996
3850,0.2637323
3851,0.5998983
3852,0.6149634
3853,0.5377536
3854,0.25254476
3855,0.5465516
3856,0.4585542
3857,0.45312664
3858,0.45834452
3859,0.29124233
3860,0.13063681
3861,0.13471994
3862,0.24579677
3863,0.04115373
3864,0.09386641
3865,0.04493639
3866,0.32607555
3867,0.35934025
3868,0.12867177
3869,0.16888529
3870,0.442786
3871,0.60222447
3872,0.020616978
3873,0.18307662
3874,0.5585346
3875,0.26287574
3876,0.09382349
3877,0.55985445
3878,0.021557689
3879,0.077471375
3880,0.15057692
3881,0.36574027
3882,0.34582013
3883,0.25011045
3884,0.395818
3885,0.29030868
3886,0.17091909
3887,0.031297535
3888,0.3336653
3889,0.3404082
3890,0.3985763
3891,0.00014525652
3892,0.4591045
3893,0.2570906
3894,0.25795466
3895,0.22906578
3896,0.04915625
3897,0.26099765
3898,0.0825842
3899,0.25867605
3900,0.26865715
3901,0.3680701
3902,0.25576323
3903,0.15393057
3904,0.5106627
3905,0.20667613
3906,0.15371436
3907,0.39760393
3908,0.26839888
3909,0.11251739
3910,0.12198165
3911,0.35211664
3912,0.37649047
3913,0.02393514
3914,0.3388117
3915,0.35450262
3916,0.49860373
3917,0.49376258
3918,0.4617237
3919,0.52134997
3920,0.09984404
3921,0.03582579
3922,0.09349424
3923,0.2596221
3924,0.21571922
3925,0.5005995
3926,0.26538312
3927,0.57859933
3928,0.47170624
3929,0.15848309
3930,0.42187998
3931,0.27763093
3932,0.2944027
3933,0.33823875
3934,0.41282222
3935,0.16441327
3936,0.23880103
3937,0.48594773
3938,0.06443864
3939,0.08491206
3940,0.49760997
3941,0.20687014
3942,0.19408375
3943,0.59050125
3944,0.63972604
3945,0.643414
3946,0.0070883036
3947,0.25575978
3948,0.18013072
3949,0.086660266
3950,0.20905983
3951,0.20345587
3952,0.21072662
3953,0.15102708
3954,0.24549344
3955,0.2386842
3956,0.3290383
3957,0.43087688
3958,0.25768316
3959,0.2584201
3960,0.23648971
3961,0.21465474
3962,0.076342344
3963,0.00066033006
3964,0.40439624
3965,0.0075477064
3966,0.19269532
3967,0.20274773
3968,0.12284991
3969,0.25649232
3970,0.58077353
3971,0.5747124
3972,0.54153967
3973,0.16434318
3974,0.20047551
3975,0.19697064
3976,0.30826223
3977,0.4187572
3978,0.43056047
3979,0.32557487
3980,0.2780585
3981,0.3055477
3982,0.3416409
3983,0.21890527
3984,0.32310784
3985,0.26093042
3986,0.43253672
3987,0.0007607043
3988,0.48643807
3989,0.5407387
3990,0.51171786
3991,0.13293839
3992,0.23230854
3993,0.2491773
3994,0.7186212
3995,0.63941085
3996,0.52257866
3997,0.56788623
3998,0.5953142
3999,0.24029413
4000,0.37101835
4001,0.28173703
4002,0.27295345
4003,0.36851156
4004,0.3510062
4005,0.23752317
4006,0.25722927
4007,0.2241582
4008,0.26718193
4009,0.4423892
4010,0.43356252
4011,0.4062333
4012,0.21845376
4013,0.0719195
4014,0.21470156
4015,0.2503656
4016,0.25206345
4017,0.16785106
4018,0.47380283
4019,0.4568166
4020,0.13729078
4021,0.22714865
4022,0.26178706
4023,0.2483325
4024,0.3316941
4025,0.32840085
4026,0.4777897
4027,0.39496472
4028,0.13396978
4029,0.10086769
4030,0.25268662
4031,0.25733495
4032,0.14367312
4033,0.3537915
4034,0.09080911
4035,0.29860955
4036,0.025229454
4037,0.21327329
4038,0.26832294
4039,0.50013226
4040,0.23747778
4041,0.6306885
4042,0.61214375
4043,0.6604564
4044,0.64946824
4045,0.61133623
4046,0.49066004
4047,0.5542698
4048,0.42980236
4049,0.37203926
4050,0.26474845
4051,0.26734877
4052,0.26452386
4053,0.100397706
4054,0.37508512
4055,0.26905903
4056,0.11041337
4057,0.52296096
4058,0.09959304
4059,0.44461223
4060,0.4504593
4061,0.54584074
4062,0.24516276
4063,0.68435943
4064,0.26863444
4065,0.67017835
4066,0.74596846
4067,0.78150547
4068,0.6742337
4069,0.69148594
4070,0.6446905
4071,0.4803152
4072,0.5075
4073,0.50117797
4074,0.018940657
4075,0.014714956
4076,0.23590419
4077,0.27821508
4078,0.20317829
4079,0.21350878
4080,0.26134813
4081,0.22347242
4082,0.22410992
4083,0.25434262
4084,0.14585763
4085,0.2634911
4086,0.4091942
4087,0.481213
4088,0.62452537
4089,0.6810759
4090,0.681099
4091,0.6609351
4092,0.62853557
4093,0.53957766
4094,0.5985155
4095,0.49932754
4096,0.4447137
4097,0.42644975
4098,0.26640493
4099,0.2633406
4100,0.26478347
4101,0.11738777
4102,0.13007778
4103,0.38796034
4104,0.21188897
4105,0.25079188
4106,0.2601965
4107,0.22420895
4108,0.081781805
4109,0.14308971
4110,0.45138785
4111,0.66988516
4112,0.47192767
4113,0.71835333
4114,0.5936928
4115,0.6106059
4116,0.6712106
4117,0.17217195
4118,0.25976756
4119,0.48337585
4120,0.20029515
4121,0.23950064
4122,0.24389201
4123,0.26270613
4124,0.26160288
4125,0.17055124
4126,0.25119704
4127,0.2559116
4128,0.07712394
4129,0.15756786
4130,0.01332137
4131,0.09705645
4132,0.0173105
4133,0.4905594
4134,0.16476223
4135,0.24538255
4136,0.24516982
4137,0.21276796
4138,0.19949079
4139,0.22767323
4140,0.2396976
4141,0.17918158
4142,0.45544365
4143,0.508091
4144,0.124305606
4145,0.43182215
4146,0.25131074
4147,0.18146548
4148,0.18028307
4149,0.04661441
4150,0.2462064
4151,0.1903348
4152,0.1632179
4153,0.4362064
4154,0.47069284
4155,0.08735484
4156,0.023406476
4157,0.13526693
4158,0.08420789
4159,0.12555093
4160,0.68641466
4161,0.62705976
4162,0.67572737
4163,0.7379171
4164,0.65861785
4165,0.2219243
4166,0.6132912
4167,0.42575508
4168,0.22567073
4169,0.2514384
4170,0.2272355
4171,0.52139115
4172,0.07174757
4173,0.3456838
4174,0.40149227
4175,0.5174395
4176,0.0110735595
4177,0.11809003
4178,0.46339056
4179,0.23472059
4180,0.32500708
4181,0.19284445
4182,0.632034
4183,0.6098735
4184,0.25306758
4185,0.24862772
4186,0.1674093
4187,0.64742935
4188,0.5844491
4189,0.49931112
4190,0.5018419
4191,0.06966406
4192,0.33401084
4193,0.14358401
4194,0.14995119
4195,0.14258343
4196,0.1580466
4197,0.07093811
4198,0.060341835
4199,0.064383924
4200,0.09722608
4201,0.055434376
4202,0.48702022
4203,0.035045654
4204,0.45452663
4205,0.50037134
4206,0.14878756
4207,0.2000939
4208,0.19332293
4209,0.48324704
4210,0.571637
4211,0.63484895
4212,0.443192
4213,0.56049687
4214,0.57155395
4215,0.51366246
4216,0.23392707
4217,0.48135084
4218,0.22819528
4219,0.2650391
4220,0.23733765
4221,0.089019746
4222,0.18827641
4223,0.16163623
4224,0.07752615
4225,0.4082988
4226,0.41644782
4227,0.39698458
4228,0.11834583
4229,0.48356327
4230,0.5999773
4231,0.14185143
4232,0.23578283
4233,0.2036891
4234,0.12572417
4235,0.25561357
4236,0.6550422
4237,0.5872125
4238,0.6391721
4239,0.52856046
4240,0.21398944
4241,0.20704746
4242,0.06272957
4243,0.11891058
4244,0.24516869
4245,0.25949275
4246,0.25984424
4247,0.2521972
4248,0.08894792
4249,0.25538433
4250,0.50474966
4251,0.3466305
4252,0.11724532
4253,0.48408175
4254,0.5333716
4255,0.5784837
4256,0.65375304
4257,0.7789433
4258,0.7326335
4259,0.6917295
4260,0.6815445
4261,0.6168342
4262,0.6400429
4263,0.5097397
4264,0.5160526
4265,0.027866215
4266,0.006177753
4267,0.052082986
4268,0.22502989
4269,0.40642938
4270,0.17321283
4271,0.26223895
4272,0.48755485
4273,0.18237126
4274,0.5197641
4275,0.5479502
4276,0.01635629
4277,0.0356445
4278,0.26886457
4279,0.14803141
4280,0.70240784
4281,0.7048913
4282,0.66025376
4283,0.7218516
4284,0.764067
4285,0.69468725
4286,0.6650149
4287,0.7388337
4288,0.54725116
4289,0.19772467
4290,0.05271837
4291,0.45304725
4292,0.51386714
4293,0.25446182
4294,0.4655601
4295,0.25442052
4296,0.05445069
4297,0.028573632
4298,0.24735123
4299,0.14302564
4300,0.010583937
4301,0.26042062
4302,0.47225633
4303,0.41181573
4304,0.54075027
4305,0.23336402
4306,0.8187301
4307,0.7912313
4308,0.6769685
4309,0.5933141
4310,0.6609652
4311,0.6291653
4312,0.08474836
4313,0.44048893
4314,0.42107502
4315,0.19617555
4316,0.46183667
4317,0.05193025
4318,0.38201976
4319,0.47347826
4320,0.055131942
4321,0.47537947
4322,0.50748396
4323,0.06069413
4324,0.53595966
4325,0.22271767
4326,0.5015116
4327,0.14708185
4328,0.68894917
4329,0.61557984
4330,0.7329198
4331,0.7123135
4332,0.6522065
4333,0.61845005
4334,0.50934833
4335,0.26139843
4336,0.5969234
4337,0.51420593
4338,0.47947654
4339,0.36717677
4340,0.12024087
4341,0.09880668
4342,0.02159983
4343,0.000908196
4344,0.42036977
4345,0.021402955
4346,0.42242086
4347,0.057792515
4348,0.48182347
4349,0.16596228
4350,0.17670327
4351,0.14611816
4352,0.6484259
4353,0.6250639
4354,0.6200384
4355,0.7499192
4356,0.6203997
4357,0.68473864
4358,0.24571311
4359,0.91309786
4360,0.43535617
4361,0.49306235
4362,0.0848155
4363,0.16423762
4364,0.02402699
4365,0.23484954
4366,0.010563612
4367,0.0062898695
4368,0.018868387
4369,0.3507905
4370,0.3985929
4371,0.023444176
4372,0.45427147
4373,0.050355345
4374,0.54217297
4375,0.5543239
4376,0.7886856
4377,0.7958933
4378,0.78846544
4379,0.7381341
4380,0.66413355
4381,0.7086696
4382,0.59728485
4383,0.82992506
4384,0.5526042
4385,0.07574177
4386,0.5016302
4387,0.42535126
4388,0.13178524
4389,0.09442741
4390,0.08426291
4391,0.099630296
4392,0.15759629
4393,0.45339152
4394,0.058189213
4395,0.54558355
4396,0.47294775
4397,0.1716389
4398,0.53045225
4399,0.64611745
4400,0.72293335
4401,0.14655155
4402,0.9103446
4403,0.759809
4404,0.76957107
4405,0.77721465
4406,0.71748185
4407,0.67916936
4408,0.6553898
4409,0.5330558
4410,0.03133285
4411,0.4790105
4412,0.007515043
4413,0.2687015
4414,0.06440994
4415,0.077120245
4416,0.049794108
4417,0.15007633
4418,0.14526105
4419,0.27668744
4420,0.15706724
4421,0.08048293
4422,0.4777874
4423,0.48442614
4424,0.7848193
4425,0.07365492
4426,0.69969153
4427,0.6956816
4428,0.74576616
4429,0.6773374
4430,0.69975555
4431,0.7088278
4432,0.5147433
4433,0.44192684
4434,0.44377792
4435,0.48818004
4436,0.44403726
4437,0.111174345
4438,0.43540928
4439,0.094905436
4440,0.19503298
4441,0.5237394
4442,0.2504772
4443,0.48059288
4444,0.010375172
4445,0.0017954409
4446,0.24125814
4447,0.26255015
4448,0.620706
4449,0.7055006
4450,0.6636743
4451,0.6834042
4452,0.65606385
4453,0.682259
4454,0.60626763
4455,0.59927726
4456,0.52593064
4457,0.26837263
4458,0.21676034
4459,0.45899278
4460,0.3908447
4461,0.26327348
4462,0.07358387
4463,0.18612081
4464,0.37124717
4465,0.044477403
4466,0.49495944
4467,0.47908363
4468,0.037987113
4469,0.10963619
4470,0.59463024
4471,0.5660609
4472,0.6921558
4473,0.5854685
4474,0.254278
4475,0.1962235
4476,0.15044954
4477,0.22355583
4478,0.20645273
4479,0.20020163
4480,0.14658779
4481,0.23832569
4482,0.24727121
4483,0.20844224
4484,0.20537692
4485,0.2691747
4486,0.19578105
4487,0.42291838
4488,0.40719733
4489,0.3902993
4490,0.41679838
4491,0.3641771
4492,0.47372985
4493,0.532622
4494,0.0805856
4495,0.21641374
4496,0.2644608
4497,0.51907194
4498,0.24859995
4499,0.22150931
4500,0.547053
4501,0.121943206
4502,0.24811703
4503,0.52913296
4504,0.48994687
4505,0.40320545
4506,0.16229993
4507,0.40658087
4508,0.3478829
4509,0.447857
4510,0.43573144
4511,0.13078916
4512,0.13512838
4513,0.1971088
4514,0.036282867
4515,0.029810429
4516,0.42127517
4517,0.53706026
4518,0.61051416
4519,0.21155405
4520,0.595998
4521,0.4936672
4522,0.60743344
4523,0.6908509
4524,0.53724456
4525,0.6292729
4526,0.5985177
4527,0.25244963
4528,0.46123224
4529,0.20574903
4530,0.22078893
4531,0.20437735
4532,0.09513104
4533,0.08349025
4534,0.108570844
4535,0.21243608
4536,0.1209656
4537,0.013782918
4538,0.10235226
4539,0.0386782
4540,0.184919
4541,0.23543942
4542,0.15135962
4543,0.4814048
4544,0.51628304
4545,0.5651124
4546,0.673756
4547,0.581754
4548,0.67960197
4549,0.46213567
4550,0.47121316
4551,0.49015886
4552,0.45589915
4553,0.20040736
4554,0.18004268
4555,0.17001063
4556,0.10445067
4557,0.12600094
4558,0.22144163
4559,0.21491793
4560,0.13915098
4561,0.25880837
4562,0.2385419
4563,0.50432557
4564,0.48792154
4565,0.49673194
4566,0.5663985
4567,0.47787282
4568,0.12530571
4569,0.7001997
4570,0.5659782
4571,0.53273624
4572,0.4891706
4573,0.63059723
4574,0.24171174
4575,0.09299603
4576,0.45023847
4577,0.45456734
4578,0.4211529
4579,0.4354769
4580,0.17123222
4581,0.21879548
4582,0.13768336
4583,0.04375118
4584,0.056918085
4585,0.4277379
4586,0.06900379
4587,0.22293544
4588,0.5530491
4589,0.05128908
4590,0.11343068
4591,0.26669025
4592,0.56590784
4593,0.6733558
4594,0.650056
4595,0.70061415
4596,0.7031833
4597,0.66795635
4598,0.53483266
4599,0.59468323
4600,0.4917189
4601,0.48607638
4602,0.4352599
4603,0.4268047
4604,0.4484761
4605,0.019862413
4606,0.25792885
4607,0.18605787
4608,0.09436649
4609,0.44970226
4610,0.5034375
4611,0.58454376
4612,0.20089668
4613,0.113698184
4614,0.1642186
4615,0.2614361
4616,0.7964108
4617,0.7928708
4618,0.24444166
4619,0.64148533
4620,0.68711877
4621,0.6526339
4622,0.65263385
4623,0.5681741
4624,0.4834276
4625,0.5232604
4626,0.44442484
4627,0.23271611
4628,0.0952729
4629,0.09804696
4630,0.11916998
4631,0.22430545
4632,0.53870726
4633,0.21787173
4634,0.23738226
4635,0.54924405
4636,0.025933385
4637,0.5125858
4638,0.6635686
4639,0.6569319
4640,0.042030424
4641,0.2092576
4642,0.6525977
4643,0.5972715
4644,0.52456397
4645,0.51255196
4646,0.23803401
4647,0.25396174
4648,0.10079116
4649,0.47986633
4650,0.50219077
4651,0.47181827
4652,0.49458328
4653,0.08368084
4654,0.08883372
4655,0.35682958
4656,0.112387836
4657,0.21031111
4658,0.53538495
4659,0.5447133
4660,0.06827408
4661,0.04147774
4662,0.07071987
4663,0.59386903
4664,0.21358448
4665,0.25773102
4666,0.09520236
4667,0.5653886
4668,0.5245193
4669,0.11594951
4670,0.5677149
4671,0.15017271
4672,0.5423495
4673,0.46548665
4674,0.40486035
4675,0.3886344
4676,0.39172637
4677,0.17578274
4678,0.25010777
4679,0.24178171
4680,0.26814774
4681,0.14551458
4682,0.25284392
4683,0.01961121
4684,0.19940838
4685,0.18553084
4686,0.49128148
4687,0.26231748
4688,0.26288363
4689,0.670573
4690,0.19430906
4691,0.6684356
4692,0.75252116
4693,0.6104377
4694,0.5450438
4695,0.19010362
4696,0.42116567
4697,0.462245
4698,0.03933671
4699,0.15615824
4700,0.25920594
4701,0.5265648
4702,0.43811962
4703,0.24903762
4704,0.25495952
4705,0.42866457
4706,0.49550173
4707,0.37494528
4708,0.07187322
4709,0.19912559
4710,0.17461833
4711,0.5953898
4712,0.6292528
4713,0.68474555
4714,0.7105774
4715,0.72291106
4716,0.72831166
4717,0.7238213
4718,0.51931167
4719,0.24295732
4720,0.46394658
4721,0.48907056
4722,0.43667978
4723,0.40381405
4724,0.055806756
4725,0.14474517
4726,0.24963215
4727,0.2498428
4728,0.42139724
4729,0.4042712
4730,0.06742203
4731,0.295623
4732,0.012968868
4733,0.07764721
4734,0.2566272
4735,0.5497725
4736,0.6768209
4737,0.75947034
4738,0.81173885
4739,0.7167464
4740,0.6975877
4741,0.8146857
4742,0.7257257
4743,0.8081948
4744,0.5003388
4745,0.06115961
4746,0.05765739
4747,0.007900059
4748,0.02682951
4749,0.26841563
4750,0.45921722
4751,0.25708115
4752,0.13352036
4753,0.36138195
4754,0.057941973
4755,0.07895106
4756,0.14422494
4757,0.48395318
4758,0.59656435
4759,0.1118198
4760,0.6567433
4761,0.7027297
4762,0.6178657
4763,0.6469064
4764,0.6337703
4765,0.6697606
4766,0.6183503
4767,0.6249698
4768,0.45627627
4769,0.5336066
4770,0.20873421
4771,0.0568828
4772,0.23894066
4773,0.23946345
4774,0.26277092
4775,0.26155752
4776,0.39127037
4777,0.5123725
4778,0.41863304
4779,0.28018403
4780,0.15189153
4781,0.21928668
4782,0.26870626
4783,0.26304108
4784,0.6313604
4785,0.6665446
4786,0.72637457
4787,0.6681293
4788,0.642443
